Site,Occasion,Deer_Count,Coyote_Count,distance,lon,lat,Site_Number,Habitat_Type,o.date,monthfire,Effort
Site3,o1,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2014-01-14,9.2,0
Site3,o2,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2014-02-13,10.2,0
Site3,o3,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2014-03-15,11.3,0
Site3,o4,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2014-04-14,12.4,0
Site3,o5,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2014-05-14,13.5,0
Site3,o6,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2014-06-13,14.5,0
Site3,o7,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2014-07-13,15.6,0
Site3,o8,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2014-08-12,16.7,0
Site3,o9,1,0,242.5,-119.015449,34.13716087,3,Large Patch,2014-09-11,17.8,14
Site3,o10,0,1,242.5,-119.015449,34.13716087,3,Large Patch,2014-10-11,18.8,28
Site3,o11,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2014-11-10,19.9,0
Site3,o12,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2014-12-10,21,0
Site3,o13,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2015-01-09,22,0
Site3,o14,0,1,242.5,-119.015449,34.13716087,3,Large Patch,2015-02-08,23.1,4
Site3,o15,0,1,242.5,-119.015449,34.13716087,3,Large Patch,2015-03-10,24.2,30
Site3,o16,0,2,242.5,-119.015449,34.13716087,3,Large Patch,2015-04-09,25.2,16
Site3,o17,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2015-05-09,26.3,0
Site3,o18,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2015-06-08,27.4,0
Site3,o19,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2015-07-08,28.5,0
Site3,o20,NA,NA,242.5,-119.015449,34.13716087,3,Large Patch,2015-08-07,29.5,0
Site4,o1,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2014-01-14,9.2,0
Site4,o2,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2014-02-13,10.2,0
Site4,o3,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2014-03-15,11.3,0
Site4,o4,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2014-04-14,12.4,0
Site4,o5,6,0,222.9,-119.0156852,34.13695708,4,Burned,2014-05-14,13.5,8
Site4,o6,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2014-06-13,14.5,0
Site4,o7,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2014-07-13,15.6,0
Site4,o8,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2014-08-12,16.7,0
Site4,o9,0,0,222.9,-119.0156852,34.13695708,4,Burned,2014-09-11,17.8,6
Site4,o10,0,2,222.9,-119.0156852,34.13695708,4,Burned,2014-10-11,18.8,27
Site4,o11,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2014-11-10,19.9,0
Site4,o12,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2014-12-10,21,0
Site4,o13,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2015-01-09,22,0
Site4,o14,1,0,222.9,-119.0156852,34.13695708,4,Burned,2015-02-08,23.1,4
Site4,o15,14,0,222.9,-119.0156852,34.13695708,4,Burned,2015-03-10,24.2,30
Site4,o16,5,0,222.9,-119.0156852,34.13695708,4,Burned,2015-04-09,25.2,16
Site4,o17,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2015-05-09,26.3,0
Site4,o18,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2015-06-08,27.4,0
Site4,o19,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2015-07-08,28.5,0
Site4,o20,NA,NA,222.9,-119.0156852,34.13695708,4,Burned,2015-08-07,29.5,0
Site5,o1,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2014-01-14,9.2,0
Site5,o2,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2014-02-13,10.2,0
Site5,o3,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2014-03-15,11.3,0
Site5,o4,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2014-04-14,12.4,0
Site5,o5,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2014-05-14,13.5,0
Site5,o6,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2014-06-13,14.5,0
Site5,o7,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2014-07-13,15.6,0
Site5,o8,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2014-08-12,16.7,0
Site5,o9,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2014-09-11,17.8,0
Site5,o10,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2014-10-11,18.8,0
Site5,o11,0,0,1708.6,-119.0142906,34.13584944,5,Burned,2014-11-10,19.9,11
Site5,o12,0,0,1708.6,-119.0142906,34.13584944,5,Burned,2014-12-10,21,30
Site5,o13,0,1,1708.6,-119.0142906,34.13584944,5,Burned,2015-01-09,22,29
Site5,o14,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2015-02-08,23.1,0
Site5,o15,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2015-03-10,24.2,0
Site5,o16,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2015-04-09,25.2,0
Site5,o17,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2015-05-09,26.3,0
Site5,o18,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2015-06-08,27.4,0
Site5,o19,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2015-07-08,28.5,0
Site5,o20,NA,NA,1708.6,-119.0142906,34.13584944,5,Burned,2015-08-07,29.5,0
Site6,o1,2,0,915,-119.0156852,34.13695708,6,Large Patch,2014-01-14,9.2,30
Site6,o2,0,0,915,-119.0156852,34.13695708,6,Large Patch,2014-02-13,10.2,4
Site6,o3,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2014-03-15,11.3,0
Site6,o4,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2014-04-14,12.4,0
Site6,o5,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2014-05-14,13.5,0
Site6,o6,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2014-06-13,14.5,0
Site6,o7,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2014-07-13,15.6,0
Site6,o8,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2014-08-12,16.7,0
Site6,o9,2,0,915,-119.0156852,34.13695708,6,Large Patch,2014-09-11,17.8,4
Site6,o10,3,1,915,-119.0156852,34.13695708,6,Large Patch,2014-10-11,18.8,28
Site6,o11,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2014-11-10,19.9,0
Site6,o12,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2014-12-10,21,0
Site6,o13,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2015-01-09,22,0
Site6,o14,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2015-02-08,23.1,0
Site6,o15,1,1,915,-119.0156852,34.13695708,6,Large Patch,2015-03-10,24.2,29
Site6,o16,0,0,915,-119.0156852,34.13695708,6,Large Patch,2015-04-09,25.2,16
Site6,o17,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2015-05-09,26.3,0
Site6,o18,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2015-06-08,27.4,0
Site6,o19,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2015-07-08,28.5,0
Site6,o20,NA,NA,915,-119.0156852,34.13695708,6,Large Patch,2015-08-07,29.5,0
Site7,o1,0,1,673.3,-119.0153842,34.13667883,7,Burned,2014-01-14,9.2,30
Site7,o2,0,0,673.3,-119.0153842,34.13667883,7,Burned,2014-02-13,10.2,4
Site7,o3,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2014-03-15,11.3,0
Site7,o4,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2014-04-14,12.4,0
Site7,o5,0,0,673.3,-119.0153842,34.13667883,7,Burned,2014-05-14,13.5,4
Site7,o6,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2014-06-13,14.5,0
Site7,o7,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2014-07-13,15.6,0
Site7,o8,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2014-08-12,16.7,0
Site7,o9,1,0,673.3,-119.0153842,34.13667883,7,Burned,2014-09-11,17.8,4
Site7,o10,2,1,673.3,-119.0153842,34.13667883,7,Burned,2014-10-11,18.8,12
Site7,o11,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2014-11-10,19.9,0
Site7,o12,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2014-12-10,21,0
Site7,o13,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2015-01-09,22,0
Site7,o14,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2015-02-08,23.1,0
Site7,o15,0,0,673.3,-119.0153842,34.13667883,7,Burned,2015-03-10,24.2,3
Site7,o16,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2015-04-09,25.2,0
Site7,o17,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2015-05-09,26.3,0
Site7,o18,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2015-06-08,27.4,0
Site7,o19,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2015-07-08,28.5,0
Site7,o20,NA,NA,673.3,-119.0153842,34.13667883,7,Burned,2015-08-07,29.5,0
Site8,o1,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2014-01-14,9.2,0
Site8,o2,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2014-02-13,10.2,0
Site8,o3,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2014-03-15,11.3,0
Site8,o4,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2014-04-14,12.4,0
Site8,o5,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2014-05-14,13.5,0
Site8,o6,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2014-06-13,14.5,0
Site8,o7,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2014-07-13,15.6,0
Site8,o8,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2014-08-12,16.7,0
Site8,o9,0,0,863.3,-119.0156852,34.13695708,8,Small Patch,2014-09-11,17.8,14
Site8,o10,0,2,863.3,-119.0156852,34.13695708,8,Small Patch,2014-10-11,18.8,28
Site8,o11,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2014-11-10,19.9,0
Site8,o12,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2014-12-10,21,0
Site8,o13,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2015-01-09,22,0
Site8,o14,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2015-02-08,23.1,0
Site8,o15,1,1,863.3,-119.0156852,34.13695708,8,Small Patch,2015-03-10,24.2,29
Site8,o16,0,0,863.3,-119.0156852,34.13695708,8,Small Patch,2015-04-09,25.2,16
Site8,o17,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2015-05-09,26.3,0
Site8,o18,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2015-06-08,27.4,0
Site8,o19,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2015-07-08,28.5,0
Site8,o20,NA,NA,863.3,-119.0156852,34.13695708,8,Small Patch,2015-08-07,29.5,0
Site9,o1,1,6,392.7,-119.0152184,34.13652549,9,Small Patch,2014-01-14,9.2,30
Site9,o2,0,2,392.7,-119.0152184,34.13652549,9,Small Patch,2014-02-13,10.2,30
Site9,o3,0,0,392.7,-119.0152184,34.13652549,9,Small Patch,2014-03-15,11.3,30
Site9,o4,0,0,392.7,-119.0152184,34.13652549,9,Small Patch,2014-04-14,12.4,30
Site9,o5,6,11,392.7,-119.0152184,34.13652549,9,Small Patch,2014-05-14,13.5,30
Site9,o6,4,2,392.7,-119.0152184,34.13652549,9,Small Patch,2014-06-13,14.5,30
Site9,o7,0,0,392.7,-119.0152184,34.13652549,9,Small Patch,2014-07-13,15.6,30
Site9,o8,0,0,392.7,-119.0152184,34.13652549,9,Small Patch,2014-08-12,16.7,30
Site9,o9,1,0,392.7,-119.0152184,34.13652549,9,Small Patch,2014-09-11,17.8,30
Site9,o10,2,2,392.7,-119.0152184,34.13652549,9,Small Patch,2014-10-11,18.8,30
Site9,o11,0,0,392.7,-119.0152184,34.13652549,9,Small Patch,2014-11-10,19.9,8
Site9,o12,NA,NA,392.7,-119.0152184,34.13652549,9,Small Patch,2014-12-10,21,0
Site9,o13,NA,NA,392.7,-119.0152184,34.13652549,9,Small Patch,2015-01-09,22,0
Site9,o14,NA,NA,392.7,-119.0152184,34.13652549,9,Small Patch,2015-02-08,23.1,0
Site9,o15,NA,NA,392.7,-119.0152184,34.13652549,9,Small Patch,2015-03-10,24.2,0
Site9,o16,NA,NA,392.7,-119.0152184,34.13652549,9,Small Patch,2015-04-09,25.2,0
Site9,o17,NA,NA,392.7,-119.0152184,34.13652549,9,Small Patch,2015-05-09,26.3,0
Site9,o18,NA,NA,392.7,-119.0152184,34.13652549,9,Small Patch,2015-06-08,27.4,0
Site9,o19,NA,NA,392.7,-119.0152184,34.13652549,9,Small Patch,2015-07-08,28.5,0
Site9,o20,NA,NA,392.7,-119.0152184,34.13652549,9,Small Patch,2015-08-07,29.5,0
Site10,o1,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2014-01-14,9.2,0
Site10,o2,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2014-02-13,10.2,0
Site10,o3,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2014-03-15,11.3,0
Site10,o4,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2014-04-14,12.4,0
Site10,o5,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2014-05-14,13.5,0
Site10,o6,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2014-06-13,14.5,0
Site10,o7,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2014-07-13,15.6,0
Site10,o8,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2014-08-12,16.7,0
Site10,o9,0,1,1094,-119.0140955,34.1359397,10,Burned,2014-09-11,17.8,14
Site10,o10,0,4,1094,-119.0140955,34.1359397,10,Burned,2014-10-11,18.8,30
Site10,o11,0,0,1094,-119.0140955,34.1359397,10,Burned,2014-11-10,19.9,30
Site10,o12,0,0,1094,-119.0140955,34.1359397,10,Burned,2014-12-10,21,30
Site10,o13,0,0,1094,-119.0140955,34.1359397,10,Burned,2015-01-09,22,30
Site10,o14,0,1,1094,-119.0140955,34.1359397,10,Burned,2015-02-08,23.1,30
Site10,o15,0,0,1094,-119.0140955,34.1359397,10,Burned,2015-03-10,24.2,30
Site10,o16,0,1,1094,-119.0140955,34.1359397,10,Burned,2015-04-09,25.2,9
Site10,o17,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2015-05-09,26.3,0
Site10,o18,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2015-06-08,27.4,0
Site10,o19,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2015-07-08,28.5,0
Site10,o20,NA,NA,1094,-119.0140955,34.1359397,10,Burned,2015-08-07,29.5,0
Site11,o1,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2014-01-14,9.2,0
Site11,o2,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2014-02-13,10.2,0
Site11,o3,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2014-03-15,11.3,0
Site11,o4,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2014-04-14,12.4,0
Site11,o5,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2014-05-14,13.5,0
Site11,o6,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2014-06-13,14.5,0
Site11,o7,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2014-07-13,15.6,0
Site11,o8,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2014-08-12,16.7,0
Site11,o9,0,1,993.3,-118.9951623,34.12535414,11,Burned,2014-09-11,17.8,14
Site11,o10,0,2,993.3,-118.9951623,34.12535414,11,Burned,2014-10-11,18.8,30
Site11,o11,0,0,993.3,-118.9951623,34.12535414,11,Burned,2014-11-10,19.9,30
Site11,o12,0,0,993.3,-118.9951623,34.12535414,11,Burned,2014-12-10,21,30
Site11,o13,0,0,993.3,-118.9951623,34.12535414,11,Burned,2015-01-09,22,30
Site11,o14,0,0,993.3,-118.9951623,34.12535414,11,Burned,2015-02-08,23.1,30
Site11,o15,3,4,993.3,-118.9951623,34.12535414,11,Burned,2015-03-10,24.2,30
Site11,o16,0,2,993.3,-118.9951623,34.12535414,11,Burned,2015-04-09,25.2,9
Site11,o17,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2015-05-09,26.3,0
Site11,o18,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2015-06-08,27.4,0
Site11,o19,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2015-07-08,28.5,0
Site11,o20,NA,NA,993.3,-118.9951623,34.12535414,11,Burned,2015-08-07,29.5,0
Site12,o1,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-01-14,9.2,0
Site12,o2,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-02-13,10.2,0
Site12,o3,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-03-15,11.3,0
Site12,o4,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-04-14,12.4,0
Site12,o5,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-05-14,13.5,0
Site12,o6,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-06-13,14.5,0
Site12,o7,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-07-13,15.6,0
Site12,o8,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-08-12,16.7,0
Site12,o9,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-09-11,17.8,0
Site12,o10,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-10-11,18.8,0
Site12,o11,0,1,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-11-10,19.9,15
Site12,o12,0,0,1534.7,-118.9949768,34.12538872,12,Large Patch,2014-12-10,21,30
Site12,o13,0,0,1534.7,-118.9949768,34.12538872,12,Large Patch,2015-01-09,22,30
Site12,o14,0,0,1534.7,-118.9949768,34.12538872,12,Large Patch,2015-02-08,23.1,4
Site12,o15,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2015-03-10,24.2,0
Site12,o16,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2015-04-09,25.2,0
Site12,o17,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2015-05-09,26.3,0
Site12,o18,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2015-06-08,27.4,0
Site12,o19,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2015-07-08,28.5,0
Site12,o20,NA,NA,1534.7,-118.9949768,34.12538872,12,Large Patch,2015-08-07,29.5,0
Site13,o1,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-01-14,9.2,8
Site13,o2,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-02-13,10.2,30
Site13,o3,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-03-15,11.3,30
Site13,o4,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-04-14,12.4,30
Site13,o5,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-05-14,13.5,30
Site13,o6,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-06-13,14.5,30
Site13,o7,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-07-13,15.6,30
Site13,o8,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-08-12,16.7,30
Site13,o9,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-09-11,17.8,30
Site13,o10,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-10-11,18.8,30
Site13,o11,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-11-10,19.9,30
Site13,o12,0,0,319.3,-118.8818641,34.17004337,13,Control,2014-12-10,21,30
Site13,o13,0,0,319.3,-118.8818641,34.17004337,13,Control,2015-01-09,22,30
Site13,o14,0,0,319.3,-118.8818641,34.17004337,13,Control,2015-02-08,23.1,30
Site13,o15,0,0,319.3,-118.8818641,34.17004337,13,Control,2015-03-10,24.2,30
Site13,o16,0,0,319.3,-118.8818641,34.17004337,13,Control,2015-04-09,25.2,30
Site13,o17,0,1,319.3,-118.8818641,34.17004337,13,Control,2015-05-09,26.3,19
Site13,o18,NA,NA,319.3,-118.8818641,34.17004337,13,Control,2015-06-08,27.4,0
Site13,o19,NA,NA,319.3,-118.8818641,34.17004337,13,Control,2015-07-08,28.5,0
Site13,o20,NA,NA,319.3,-118.8818641,34.17004337,13,Control,2015-08-07,29.5,0
Site15,o1,NA,NA,37.3,-118.8818451,34.169719980000004,15,Control,2014-01-14,9.2,0
Site15,o2,NA,NA,37.3,-118.8818451,34.169719980000004,15,Control,2014-02-13,10.2,0
Site15,o3,NA,NA,37.3,-118.8818451,34.169719980000004,15,Control,2014-03-15,11.3,0
Site15,o4,NA,NA,37.3,-118.8818451,34.169719980000004,15,Control,2014-04-14,12.4,0
Site15,o5,NA,NA,37.3,-118.8818451,34.169719980000004,15,Control,2014-05-14,13.5,0
Site15,o6,0,3,37.3,-118.8818451,34.169719980000004,15,Control,2014-06-13,14.5,16
Site15,o7,0,1,37.3,-118.8818451,34.169719980000004,15,Control,2014-07-13,15.6,30
Site15,o8,0,0,37.3,-118.8818451,34.169719980000004,15,Control,2014-08-12,16.7,30
Site15,o9,0,0,37.3,-118.8818451,34.169719980000004,15,Control,2014-09-11,17.8,30
Site15,o10,0,0,37.3,-118.8818451,34.169719980000004,15,Control,2014-10-11,18.8,30
Site15,o11,0,1,37.3,-118.8818451,34.169719980000004,15,Control,2014-11-10,19.9,30
Site15,o12,0,0,37.3,-118.8818451,34.169719980000004,15,Control,2014-12-10,21,30
Site15,o13,0,0,37.3,-118.8818451,34.169719980000004,15,Control,2015-01-09,22,30
Site15,o14,0,0,37.3,-118.8818451,34.169719980000004,15,Control,2015-02-08,23.1,30
Site15,o15,0,0,37.3,-118.8818451,34.169719980000004,15,Control,2015-03-10,24.2,30
Site15,o16,0,3,37.3,-118.8818451,34.169719980000004,15,Control,2015-04-09,25.2,30
Site15,o17,0,2,37.3,-118.8818451,34.169719980000004,15,Control,2015-05-09,26.3,16
Site15,o18,NA,NA,37.3,-118.8818451,34.169719980000004,15,Control,2015-06-08,27.4,0
Site15,o19,NA,NA,37.3,-118.8818451,34.169719980000004,15,Control,2015-07-08,28.5,0
Site15,o20,NA,NA,37.3,-118.8818451,34.169719980000004,15,Control,2015-08-07,29.5,0
Site16,o1,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2014-01-14,9.2,0
Site16,o2,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2014-02-13,10.2,0
Site16,o3,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2014-03-15,11.3,0
Site16,o4,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2014-04-14,12.4,0
Site16,o5,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2014-05-14,13.5,0
Site16,o6,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2014-06-13,14.5,0
Site16,o7,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2014-07-13,15.6,0
Site16,o8,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2014-08-12,16.7,0
Site16,o9,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2014-09-11,17.8,0
Site16,o10,1,0,1133.5,-118.9948165,34.12501263,16,Burned,2014-10-11,18.8,29
Site16,o11,0,0,1133.5,-118.9948165,34.12501263,16,Burned,2014-11-10,19.9,30
Site16,o12,0,0,1133.5,-118.9948165,34.12501263,16,Burned,2014-12-10,21,30
Site16,o13,0,0,1133.5,-118.9948165,34.12501263,16,Burned,2015-01-09,22,30
Site16,o14,0,0,1133.5,-118.9948165,34.12501263,16,Burned,2015-02-08,23.1,30
Site16,o15,0,0,1133.5,-118.9948165,34.12501263,16,Burned,2015-03-10,24.2,30
Site16,o16,0,0,1133.5,-118.9948165,34.12501263,16,Burned,2015-04-09,25.2,24
Site16,o17,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2015-05-09,26.3,0
Site16,o18,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2015-06-08,27.4,0
Site16,o19,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2015-07-08,28.5,0
Site16,o20,NA,NA,1133.5,-118.9948165,34.12501263,16,Burned,2015-08-07,29.5,0
Site17,o1,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2014-01-14,9.2,0
Site17,o2,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2014-02-13,10.2,0
Site17,o3,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2014-03-15,11.3,0
Site17,o4,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2014-04-14,12.4,0
Site17,o5,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2014-05-14,13.5,0
Site17,o6,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2014-06-13,14.5,0
Site17,o7,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2014-07-13,15.6,0
Site17,o8,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2014-08-12,16.7,0
Site17,o9,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2014-09-11,17.8,0
Site17,o10,0,0,2015.9,-118.9948165,34.12501263,17,Burned,2014-10-11,18.8,29
Site17,o11,0,0,2015.9,-118.9948165,34.12501263,17,Burned,2014-11-10,19.9,30
Site17,o12,0,0,2015.9,-118.9948165,34.12501263,17,Burned,2014-12-10,21,30
Site17,o13,0,0,2015.9,-118.9948165,34.12501263,17,Burned,2015-01-09,22,30
Site17,o14,0,0,2015.9,-118.9948165,34.12501263,17,Burned,2015-02-08,23.1,30
Site17,o15,0,0,2015.9,-118.9948165,34.12501263,17,Burned,2015-03-10,24.2,30
Site17,o16,0,0,2015.9,-118.9948165,34.12501263,17,Burned,2015-04-09,25.2,30
Site17,o17,0,0,2015.9,-118.9948165,34.12501263,17,Burned,2015-05-09,26.3,5
Site17,o18,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2015-06-08,27.4,0
Site17,o19,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2015-07-08,28.5,0
Site17,o20,NA,NA,2015.9,-118.9948165,34.12501263,17,Burned,2015-08-07,29.5,0
Site18,o1,NA,NA,2202.8,-118.9948165,34.12501263,18,Large Patch,2014-01-14,9.2,0
Site18,o2,NA,NA,2202.8,-118.9948165,34.12501263,18,Large Patch,2014-02-13,10.2,0
Site18,o3,NA,NA,2202.8,-118.9948165,34.12501263,18,Large Patch,2014-03-15,11.3,0
Site18,o4,NA,NA,2202.8,-118.9948165,34.12501263,18,Large Patch,2014-04-14,12.4,0
Site18,o5,NA,NA,2202.8,-118.9948165,34.12501263,18,Large Patch,2014-05-14,13.5,0
